 #        t           S        I       R
  0.188400000E+03  0.690488822E+01  0.416992808E-04  0.993095070E+03
  0.188500000E+03  0.690488820E+01  0.412986217E-04  0.993095070E+03
  0.188600000E+03  0.690488819E+01  0.409018122E-04  0.993095071E+03
  0.188700000E+03  0.690488817E+01  0.405088154E-04  0.993095071E+03
  0.188800000E+03  0.690488816E+01  0.401195946E-04  0.993095072E+03
  0.188900000E+03  0.690488815E+01  0.397341136E-04  0.993095072E+03
  0.189000000E+03  0.690488813E+01  0.393523364E-04  0.993095073E+03
  0.189100000E+03  0.690488812E+01  0.389742274E-04  0.993095073E+03
  0.189200000E+03  0.690488811E+01  0.385997514E-04  0.993095073E+03
  0.189300000E+03  0.690488809E+01  0.382288735E-04  0.993095074E+03
  0.189400000E+03  0.690488808E+01  0.378615591E-04  0.993095074E+03
  0.189500000E+03  0.690488807E+01  0.374977740E-04  0.993095074E+03
  0.189600000E+03  0.690488805E+01  0.371374842E-04  0.993095075E+03
  0.189700000E+03  0.690488804E+01  0.367806562E-04  0.993095075E+03
  0.189800000E+03  0.690488803E+01  0.364272566E-04  0.993095076E+03
  0.189900000E+03  0.690488801E+01  0.360772527E-04  0.993095076E+03
  0.190000000E+03  0.690488800E+01  0.357306117E-04  0.993095076E+03
  0.190100000E+03  0.690488799E+01  0.353873013E-04  0.993095077E+03
  0.190200000E+03  0.690488798E+01  0.350472896E-04  0.993095077E+03
  0.190300000E+03  0.690488797E+01  0.347105448E-04  0.993095077E+03
  0.190400000E+03  0.690488795E+01  0.343770355E-04  0.993095078E+03
  0.190500000E+03  0.690488794E+01  0.340467307E-04  0.993095078E+03
  0.190600000E+03  0.690488793E+01  0.337195996E-04  0.993095078E+03
  0.190700000E+03  0.690488792E+01  0.333956116E-04  0.993095079E+03
  0.190800000E+03  0.690488791E+01  0.330747366E-04  0.993095079E+03
  0.190900000E+03  0.690488790E+01  0.327569447E-04  0.993095079E+03
  0.191000000E+03  0.690488788E+01  0.324422062E-04  0.993095080E+03
  0.191100000E+03  0.690488787E+01  0.321304918E-04  0.993095080E+03
  0.191200000E+03  0.690488786E+01  0.318217725E-04  0.993095080E+03
  0.191300000E+03  0.690488785E+01  0.315160194E-04  0.993095081E+03
  0.191400000E+03  0.690488784E+01  0.312132041E-04  0.993095081E+03
  0.191500000E+03  0.690488783E+01  0.309132983E-04  0.993095081E+03
  0.191600000E+03  0.690488782E+01  0.306162742E-04  0.993095082E+03
  0.191700000E+03  0.690488781E+01  0.303221039E-04  0.993095082E+03
  0.191800000E+03  0.690488780E+01  0.300307601E-04  0.993095082E+03
  0.191900000E+03  0.690488779E+01  0.297422156E-04  0.993095082E+03
  0.192000000E+03  0.690488778E+01  0.294564435E-04  0.993095083E+03
  0.192100000E+03  0.690488777E+01  0.291734172E-04  0.993095083E+03
  0.192200000E+03  0.690488776E+01  0.288931103E-04  0.993095083E+03
  0.192300000E+03  0.690488775E+01  0.286154967E-04  0.993095084E+03
  0.192400000E+03  0.690488774E+01  0.283405505E-04  0.993095084E+03
  0.192500000E+03  0.690488773E+01  0.280682460E-04  0.993095084E+03
  0.192600000E+03  0.690488772E+01  0.277985579E-04  0.993095084E+03
  0.192700000E+03  0.690488771E+01  0.275314611E-04  0.993095085E+03
  0.192800000E+03  0.690488770E+01  0.272669306E-04  0.993095085E+03
  0.192900000E+03  0.690488769E+01  0.270049418E-04  0.993095085E+03
  0.193000000E+03  0.690488768E+01  0.267454703E-04  0.993095086E+03
  0.193100000E+03  0.690488767E+01  0.264884918E-04  0.993095086E+03
  0.193200000E+03  0.690488766E+01  0.262339825E-04  0.993095086E+03
  0.193300000E+03  0.690488765E+01  0.259819186E-04  0.993095086E+03
  0.193400000E+03  0.690488764E+01  0.257322766E-04  0.993095087E+03
  0.193500000E+03  0.690488764E+01  0.254850332E-04  0.993095087E+03
  0.193600000E+03  0.690488763E+01  0.252401654E-04  0.993095087E+03
  0.193700000E+03  0.690488762E+01  0.249976504E-04  0.993095087E+03
  0.193800000E+03  0.690488761E+01  0.247574655E-04  0.993095088E+03
  0.193900000E+03  0.690488760E+01  0.245195884E-04  0.993095088E+03
  0.194000000E+03  0.690488759E+01  0.242839969E-04  0.993095088E+03
  0.194100000E+03  0.690488758E+01  0.240506690E-04  0.993095088E+03
  0.194200000E+03  0.690488758E+01  0.238195830E-04  0.993095089E+03
  0.194300000E+03  0.690488757E+01  0.235907173E-04  0.993095089E+03
  0.194400000E+03  0.690488756E+01  0.233640507E-04  0.993095089E+03
  0.194500000E+03  0.690488755E+01  0.231395619E-04  0.993095089E+03
  0.194600000E+03  0.690488754E+01  0.229172301E-04  0.993095090E+03
  0.194700000E+03  0.690488754E+01  0.226970345E-04  0.993095090E+03
  0.194800000E+03  0.690488753E+01  0.224789547E-04  0.993095090E+03
  0.194900000E+03  0.690488752E+01  0.222629702E-04  0.993095090E+03
  0.195000000E+03  0.690488751E+01  0.220490609E-04  0.993095090E+03
  0.195100000E+03  0.690488751E+01  0.218372070E-04  0.993095091E+03
  0.195200000E+03  0.690488750E+01  0.216273886E-04  0.993095091E+03
  0.195300000E+03  0.690488749E+01  0.214195862E-04  0.993095091E+03
  0.195400000E+03  0.690488748E+01  0.212137804E-04  0.993095091E+03
  0.195500000E+03  0.690488748E+01  0.210099521E-04  0.993095092E+03
  0.195600000E+03  0.690488747E+01  0.208080822E-04  0.993095092E+03
  0.195700000E+03  0.690488746E+01  0.206081519E-04  0.993095092E+03
  0.195800000E+03  0.690488745E+01  0.204101427E-04  0.993095092E+03
  0.195900000E+03  0.690488745E+01  0.202140359E-04  0.993095092E+03
  0.196000000E+03  0.690488744E+01  0.200198134E-04  0.993095093E+03
  0.196100000E+03  0.690488743E+01  0.198274571E-04  0.993095093E+03
  0.196200000E+03  0.690488743E+01  0.196369490E-04  0.993095093E+03
  0.196300000E+03  0.690488742E+01  0.194482713E-04  0.993095093E+03
  0.196400000E+03  0.690488741E+01  0.192614065E-04  0.993095093E+03
  0.196500000E+03  0.690488741E+01  0.190763372E-04  0.993095094E+03
  0.196600000E+03  0.690488740E+01  0.188930461E-04  0.993095094E+03
  0.196700000E+03  0.690488739E+01  0.187115161E-04  0.993095094E+03
  0.196800000E+03  0.690488739E+01  0.185317302E-04  0.993095094E+03
  0.196900000E+03  0.690488738E+01  0.183536718E-04  0.993095094E+03
  0.197000000E+03  0.690488737E+01  0.181773243E-04  0.993095094E+03
  0.197100000E+03  0.690488737E+01  0.180026711E-04  0.993095095E+03
  0.197200000E+03  0.690488736E+01  0.178296961E-04  0.993095095E+03
  0.197300000E+03  0.690488736E+01  0.176583831E-04  0.993095095E+03
  0.197400000E+03  0.690488735E+01  0.174887161E-04  0.993095095E+03
  0.197500000E+03  0.690488734E+01  0.173206793E-04  0.993095095E+03
  0.197600000E+03  0.690488734E+01  0.171542570E-04  0.993095096E+03
  0.197700000E+03  0.690488733E+01  0.169894338E-04  0.993095096E+03
  0.197800000E+03  0.690488733E+01  0.168261943E-04  0.993095096E+03
  0.197900000E+03  0.690488732E+01  0.166645232E-04  0.993095096E+03
  0.198000000E+03  0.690488731E+01  0.165044055E-04  0.993095096E+03
  0.198100000E+03  0.690488731E+01  0.163458262E-04  0.993095096E+03
  0.198200000E+03  0.690488730E+01  0.161887706E-04  0.993095097E+03
  0.198300000E+03  0.690488730E+01  0.160332241E-04  0.993095097E+03
  0.198400000E+03  0.690488729E+01  0.158791721E-04  0.993095097E+03
  0.198500000E+03  0.690488729E+01  0.157266003E-04  0.993095097E+03
  0.198600000E+03  0.690488728E+01  0.155754944E-04  0.993095097E+03
  0.198700000E+03  0.690488728E+01  0.154258404E-04  0.993095097E+03
  0.198800000E+03  0.690488727E+01  0.152776244E-04  0.993095097E+03
  0.198900000E+03  0.690488727E+01  0.151308324E-04  0.993095098E+03
  0.199000000E+03  0.690488726E+01  0.149854508E-04  0.993095098E+03
  0.199100000E+03  0.690488726E+01  0.148414662E-04  0.993095098E+03
  0.199200000E+03  0.690488725E+01  0.146988649E-04  0.993095098E+03
  0.199300000E+03  0.690488725E+01  0.145576339E-04  0.993095098E+03
  0.199400000E+03  0.690488724E+01  0.144177598E-04  0.993095098E+03
  0.199500000E+03  0.690488724E+01  0.142792296E-04  0.993095098E+03
  0.199600000E+03  0.690488723E+01  0.141420305E-04  0.993095099E+03
  0.199700000E+03  0.690488723E+01  0.140061497E-04  0.993095099E+03
  0.199800000E+03  0.690488722E+01  0.138715744E-04  0.993095099E+03
  0.199900000E+03  0.690488722E+01  0.137382922E-04  0.993095099E+03
  0.200000000E+03  0.690488721E+01  0.136062906E-04  0.993095099E+03
